Date,Service,Cost,Currency,IoT_Things,IoT_Rules,IoT_Policies,Is_IoT_Core
2025-01-18,AmazonCloudFront,0.7966,USD,0,0,0,0
2025-01-18,AmazonAPIGateway,0.4044,USD,0,0,0,0
2025-01-19,AmazonEC2,1.7718,USD,0,0,0,0
2025-01-19,AmazonS3,0.1424,USD,0,0,0,0
2025-01-19,AmazonRDS,0.9936,USD,0,0,0,0
2025-01-19,AWSIoT,0.7657,USD,40,10,2,1
2025-01-19,AmazonLambda,0.5151,USD,0,0,0,0
2025-01-19,AmazonCloudFront,1.0144,USD,0,0,0,0
2025-01-19,AmazonAPIGateway,0.389,USD,0,0,0,0
2025-01-20,AmazonEC2,1.9629599999999998,USD,0,0,0,0
2025-01-20,AmazonS3,0.21839999999999998,USD,0,0,0,0
2025-01-20,AmazonRDS,1.52628,USD,0,0,0,0
2025-01-20,AWSIoT,0.87336,USD,58,5,5,1
2025-01-20,AmazonLambda,0.53172,USD,0,0,0,0
2025-01-20,AmazonCloudFront,1.16808,USD,0,0,0,0
2025-01-20,AmazonAPIGateway,0.5136,USD,0,0,0,0
2025-01-21,AmazonEC2,1.6808,USD,0,0,0,0
2025-01-21,AmazonS3,0.123,USD,0,0,0,0
2025-01-21,AmazonRDS,1.2237,USD,0,0,0,0
2025-01-21,AWSIoT,0.6222,USD,21,1,1,1
2025-01-21,AmazonLambda,0.5032,USD,0,0,0,0
2025-01-21,AmazonCloudFront,1.0253,USD,0,0,0,0
2025-01-21,AmazonAPIGateway,0.322,USD,0,0,0,0
2025-01-22,AmazonEC2,1.2038,USD,0,0,0,0
2025-01-22,AmazonS3,0.1287,USD,0,0,0,0
2025-01-22,AmazonRDS,1.1421,USD,0,0,0,0
2025-01-22,AWSIoT,0.6823,USD,14,9,5,1
2025-01-22,AmazonLambda,0.4602,USD,0,0,0,0
2025-01-22,AmazonCloudFront,0.8645,USD,0,0,0,0
2025-01-22,AmazonAPIGateway,0.3416,USD,0,0,0,0
2025-01-23,AmazonEC2,2.0773,USD,0,0,0,0
2025-01-23,AmazonS3,0.2014,USD,0,0,0,0
2025-01-23,AmazonRDS,0.8699,USD,0,0,0,0
2025-01-23,AWSIoT,0.7764,USD,94,9,5,1
2025-01-23,AmazonLambda,0.647,USD,0,0,0,0
2025-01-23,AmazonCloudFront,0.7722,USD,0,0,0,0
2025-01-23,AmazonAPIGateway,0.263,USD,0,0,0,0
2025-01-24,AmazonEC2,1.4518799999999998,USD,0,0,0,0
2025-01-24,AmazonS3,0.23004,USD,0,0,0,0
2025-01-24,AmazonRDS,0.9681599999999999,USD,0,0,0,0
2025-01-24,AWSIoT,1.16712,USD,47,10,4,1
2025-01-24,AmazonLambda,0.61596,USD,0,0,0,0
2025-01-24,AmazonCloudFront,1.12272,USD,0,0,0,0
2025-01-24,AmazonAPIGateway,0.31872,USD,0,0,0,0
2025-01-25,AmazonEC2,1.214,USD,0,0,0,0
2025-01-25,AmazonS3,0.1721,USD,0,0,0,0
2025-01-25,AmazonRDS,1.2648,USD,0,0,0,0
2025-01-25,AWSIoT,0.6735,USD,32,9,5,1
2025-01-25,AmazonLambda,0.4342,USD,0,0,0,0
2025-01-25,AmazonCloudFront,0.8877,USD,0,0,0,0
2025-01-25,AmazonAPIGateway,0.3232,USD,0,0,0,0
2025-01-26,AmazonEC2,1.2015,USD,0,0,0,0
2025-01-26,AmazonS3,0.2022,USD,0,0,0,0
2025-01-26,AmazonRDS,0.9138,USD,0,0,0,0
2025-01-26,AWSIoT,0.9343,USD,32,9,5,1
2025-01-26,AmazonLambda,0.591,USD,0,0,0,0
2025-01-26,AmazonCloudFront,0.662,USD,0,0,0,0
2025-01-26,AmazonAPIGateway,0.2784,USD,0,0,0,0
2025-01-27,AmazonEC2,2.439,USD,0,0,0,0
2025-01-27,AmazonS3,0.25812,USD,0,0,0,0
2025-01-27,AmazonRDS,1.20936,USD,0,0,0,0
2025-01-27,AWSIoT,0.85752,USD,24,8,3,1
2025-01-27,AmazonLambda,0.6076799999999999,USD,0,0,0,0
2025-01-27,AmazonCloudFront,1.12248,USD,0,0,0,0
2025-01-27,AmazonAPIGateway,0.37716,USD,0,0,0,0
2025-01-28,AmazonEC2,1.7305,USD,0,0,0,0
2025-01-28,AmazonS3,0.1656,USD,0,0,0,0
2025-01-28,AmazonRDS,1.2798,USD,0,0,0,0
2025-01-28,AWSIoT,0.5554,USD,32,2,4,1
2025-01-28,AmazonLambda,0.6455,USD,0,0,0,0
2025-01-28,AmazonCloudFront,0.9827,USD,0,0,0,0
2025-01-28,AmazonAPIGateway,0.404,USD,0,0,0,0
2025-01-29,AmazonEC2,1.894,USD,0,0,0,0
2025-01-29,AmazonS3,0.1289,USD,0,0,0,0
2025-01-29,AmazonRDS,0.8325,USD,0,0,0,0
2025-01-29,AWSIoT,0.6801,USD,10,8,5,1
2025-01-29,AmazonLambda,0.4497,USD,0,0,0,0
2025-01-29,AmazonCloudFront,0.6135,USD,0,0,0,0
2025-01-29,AmazonAPIGateway,0.3003,USD,0,0,0,0
2025-01-30,AmazonEC2,2.1344,USD,0,0,0,0
2025-01-30,AmazonS3,0.1561,USD,0,0,0,0
2025-01-30,AmazonRDS,1.0116,USD,0,0,0,0
2025-01-30,AWSIoT,0.8041,USD,74,4,3,1
2025-01-30,AmazonLambda,0.4214,USD,0,0,0,0
2025-01-30,AmazonCloudFront,1.0411,USD,0,0,0,0
2025-01-30,AmazonAPIGateway,0.3917,USD,0,0,0,0
2025-01-31,AmazonEC2,1.71576,USD,0,0,0,0
2025-01-31,AmazonS3,0.15228,USD,0,0,0,0
2025-01-31,AmazonRDS,0.94104,USD,0,0,0,0
2025-01-31,AWSIoT,0.8574,USD,90,4,5,1
2025-01-31,AmazonLambda,0.55764,USD,0,0,0,0
2025-01-31,AmazonCloudFront,0.98496,USD,0,0,0,0
2025-01-31,AmazonAPIGateway,0.2976,USD,0,0,0,0
2025-02-01,AmazonEC2,1.6416,USD,0,0,0,0
2025-02-01,AmazonS3,0.1964,USD,0,0,0,0
2025-02-01,AmazonRDS,0.9264,USD,0,0,0,0
2025-02-01,AWSIoT,1.002,USD,71,9,5,1
2025-02-01,AmazonLambda,0.483,USD,0,0,0,0
2025-02-01,AmazonCloudFront,0.9815,USD,0,0,0,0
2025-02-01,AmazonAPIGateway,0.2904,USD,0,0,0,0
2025-02-02,AmazonEC2,1.5669,USD,0,0,0,0
2025-02-02,AmazonS3,0.1705,USD,0,0,0,0
2025-02-02,AmazonRDS,0.8606,USD,0,0,0,0
2025-02-02,AWSIoT,0.9309,USD,38,4,4,1
2025-02-02,AmazonLambda,0.4344,USD,0,0,0,0
2025-02-02,AmazonCloudFront,1.0279,USD,0,0,0,0
2025-02-02,AmazonAPIGateway,0.2546,USD,0,0,0,0
2025-02-03,AmazonEC2,1.6286399999999999,USD,0,0,0,0
2025-02-03,AmazonS3,0.18804,USD,0,0,0,0
2025-02-03,AmazonRDS,0.8603999999999999,USD,0,0,0,0
2025-02-03,AWSIoT,0.9487199999999999,USD,13,5,2,1
2025-02-03,AmazonLambda,0.44988,USD,0,0,0,0
2025-02-03,AmazonCloudFront,1.10592,USD,0,0,0,0
2025-02-03,AmazonAPIGateway,0.369,USD,0,0,0,0
2025-02-04,AmazonEC2,2.0161,USD,0,0,0,0
2025-02-04,AmazonS3,0.1226,USD,0,0,0,0
2025-02-04,AmazonRDS,0.986,USD,0,0,0,0
2025-02-04,AWSIoT,0.9509,USD,45,10,2,1
2025-02-04,AmazonLambda,0.3683,USD,0,0,0,0
2025-02-04,AmazonCloudFront,0.853,USD,0,0,0,0
2025-02-04,AmazonAPIGateway,0.3134,USD,0,0,0,0
2025-02-05,AmazonEC2,2.1235,USD,0,0,0,0
2025-02-05,AmazonS3,0.1647,USD,0,0,0,0
2025-02-05,AmazonRDS,0.9286,USD,0,0,0,0
2025-02-05,AWSIoT,0.7169,USD,81,10,1,1
2025-02-05,AmazonLambda,0.6352,USD,0,0,0,0
2025-02-05,AmazonCloudFront,0.6604,USD,0,0,0,0
2025-02-05,AmazonAPIGateway,0.2727,USD,0,0,0,0
2025-02-06,AmazonEC2,1.7317,USD,0,0,0,0
2025-02-06,AmazonS3,0.1974,USD,0,0,0,0
2025-02-06,AmazonRDS,0.804,USD,0,0,0,0
2025-02-06,AWSIoT,0.6852,USD,67,5,5,1
2025-02-06,AmazonLambda,0.5421,USD,0,0,0,0
2025-02-06,AmazonCloudFront,0.8562,USD,0,0,0,0
2025-02-06,AmazonAPIGateway,0.255,USD,0,0,0,0
2025-02-07,AmazonEC2,2.1045599999999998,USD,0,0,0,0
2025-02-07,AmazonS3,0.22355999999999998,USD,0,0,0,0
2025-02-07,AmazonRDS,1.2594,USD,0,0,0,0
2025-02-07,AWSIoT,0.8155199999999999,USD,33,4,3,1
2025-02-07,AmazonLambda,0.71844,USD,0,0,0,0
2025-02-07,AmazonCloudFront,1.2306000000000001,USD,0,0,0,0
2025-02-07,AmazonAPIGateway,0.49776,USD,0,0,0,0
2025-02-08,AmazonEC2,1.7721,USD,0,0,0,0
2025-02-08,AmazonS3,0.2066,USD,0,0,0,0
2025-02-08,AmazonRDS,0.9186,USD,0,0,0,0
2025-02-08,AWSIoT,0.9978,USD,60,8,3,1
2025-02-08,AmazonLambda,0.5629,USD,0,0,0,0
2025-02-08,AmazonCloudFront,0.8426,USD,0,0,0,0
2025-02-08,AmazonAPIGateway,0.4106,USD,0,0,0,0
2025-02-09,AmazonEC2,1.2966,USD,0,0,0,0
2025-02-09,AmazonS3,0.1253,USD,0,0,0,0
2025-02-09,AmazonRDS,0.9272,USD,0,0,0,0
2025-02-09,AWSIoT,0.6908,USD,93,7,4,1
2025-02-09,AmazonLambda,0.5944,USD,0,0,0,0
2025-02-09,AmazonCloudFront,1.0626,USD,0,0,0,0
2025-02-09,AmazonAPIGateway,0.3005,USD,0,0,0,0
2025-02-10,AmazonEC2,1.485,USD,0,0,0,0
2025-02-10,AmazonS3,0.24659999999999999,USD,0,0,0,0
2025-02-10,AmazonRDS,0.8418,USD,0,0,0,0
2025-02-10,AWSIoT,0.96012,USD,85,8,2,1
2025-02-10,AmazonLambda,0.7155600000000001,USD,0,0,0,0
2025-02-10,AmazonCloudFront,0.7517999999999999,USD,0,0,0,0
2025-02-10,AmazonAPIGateway,0.47724,USD,0,0,0,0
2025-02-11,AmazonEC2,1.3794,USD,0,0,0,0
2025-02-11,AmazonS3,0.1448,USD,0,0,0,0
2025-02-11,AmazonRDS,1.1714,USD,0,0,0,0
2025-02-11,AWSIoT,0.835,USD,10,3,4,1
2025-02-11,AmazonLambda,0.5557,USD,0,0,0,0
2025-02-11,AmazonCloudFront,0.8339,USD,0,0,0,0
2025-02-11,AmazonAPIGateway,0.3966,USD,0,0,0,0
2025-02-12,AmazonEC2,1.8223,USD,0,0,0,0
2025-02-12,AmazonS3,0.1776,USD,0,0,0,0
2025-02-12,AmazonRDS,1.0356,USD,0,0,0,0
2025-02-12,AWSIoT,0.536,USD,20,3,3,1
2025-02-12,AmazonLambda,0.5033,USD,0,0,0,0
2025-02-12,AmazonCloudFront,0.6914,USD,0,0,0,0
2025-02-12,AmazonAPIGateway,0.359,USD,0,0,0,0
2025-02-13,AmazonEC2,1.8616,USD,0,0,0,0
2025-02-13,AmazonS3,0.1599,USD,0,0,0,0
2025-02-13,AmazonRDS,0.7674,USD,0,0,0,0
2025-02-13,AWSIoT,0.8783,USD,33,6,1,1
2025-02-13,AmazonLambda,0.5538,USD,0,0,0,0
2025-02-13,AmazonCloudFront,1.0693,USD,0,0,0,0
2025-02-13,AmazonAPIGateway,0.4105,USD,0,0,0,0
2025-02-14,AmazonEC2,1.4298,USD,0,0,0,0
2025-02-14,AmazonS3,0.25428,USD,0,0,0,0
2025-02-14,AmazonRDS,1.31628,USD,0,0,0,0
2025-02-14,AWSIoT,1.09584,USD,43,7,3,1
2025-02-14,AmazonLambda,0.6036,USD,0,0,0,0
2025-02-14,AmazonCloudFront,1.0614,USD,0,0,0,0
2025-02-14,AmazonAPIGateway,0.3006,USD,0,0,0,0
2025-02-15,AmazonEC2,1.2027,USD,0,0,0,0
2025-02-15,AmazonS3,0.1991,USD,0,0,0,0
2025-02-15,AmazonRDS,0.7588,USD,0,0,0,0
2025-02-15,AWSIoT,0.7018,USD,36,4,5,1
2025-02-15,AmazonLambda,0.5608,USD,0,0,0,0
2025-02-15,AmazonCloudFront,0.7644,USD,0,0,0,0
2025-02-15,AmazonAPIGateway,0.3338,USD,0,0,0,0
2025-02-16,AmazonEC2,2.1271,USD,0,0,0,0
2025-02-16,AmazonS3,0.142,USD,0,0,0,0
2025-02-16,AmazonRDS,1.0114,USD,0,0,0,0
2025-02-16,AWSIoT,0.9001,USD,45,8,2,1
2025-02-16,AmazonLambda,0.5588,USD,0,0,0,0
2025-02-16,AmazonCloudFront,1.0815,USD,0,0,0,0
2025-02-16,AmazonAPIGateway,0.3291,USD,0,0,0,0
2025-02-17,AmazonEC2,2.51184,USD,0,0,0,0
2025-02-17,AmazonS3,0.22631999999999997,USD,0,0,0,0
2025-02-17,AmazonRDS,1.39368,USD,0,0,0,0
2025-02-17,AWSIoT,0.8794799999999999,USD,36,3,2,1
2025-02-17,AmazonLambda,0.49032,USD,0,0,0,0
2025-02-17,AmazonCloudFront,0.91284,USD,0,0,0,0
2025-02-17,AmazonAPIGateway,0.34728,USD,0,0,0,0
2025-02-18,AmazonEC2,1.7488,USD,0,0,0,0
2025-02-18,AmazonS3,0.1308,USD,0,0,0,0
2025-02-18,AmazonRDS,1.0445,USD,0,0,0,0
2025-02-18,AWSIoT,0.7199,USD,14,8,5,1
2025-02-18,AmazonLambda,0.4171,USD,0,0,0,0
2025-02-18,AmazonCloudFront,0.7862,USD,0,0,0,0
2025-02-18,AmazonAPIGateway,0.3405,USD,0,0,0,0
2025-02-19,AmazonEC2,1.2321,USD,0,0,0,0
2025-02-19,AmazonS3,0.1948,USD,0,0,0,0
2025-02-19,AmazonRDS,1.2448,USD,0,0,0,0
2025-02-19,AWSIoT,0.7421,USD,56,6,2,1
2025-02-19,AmazonLambda,0.5347,USD,0,0,0,0
2025-02-19,AmazonCloudFront,0.8348,USD,0,0,0,0
2025-02-19,AmazonAPIGateway,0.273,USD,0,0,0,0
2025-02-20,AmazonEC2,1.9248,USD,0,0,0,0
2025-02-20,AmazonS3,0.2096,USD,0,0,0,0
2025-02-20,AmazonRDS,0.7858,USD,0,0,0,0
2025-02-20,AWSIoT,0.7994,USD,96,10,1,1
2025-02-20,AmazonLambda,0.632,USD,0,0,0,0
2025-02-20,AmazonCloudFront,0.7414,USD,0,0,0,0
2025-02-20,AmazonAPIGateway,0.2453,USD,0,0,0,0
2025-02-21,AmazonEC2,2.10924,USD,0,0,0,0
2025-02-21,AmazonS3,0.14916,USD,0,0,0,0
2025-02-21,AmazonRDS,1.2072,USD,0,0,0,0
2025-02-21,AWSIoT,1.05696,USD,16,3,1,1
2025-02-21,AmazonLambda,0.48972,USD,0,0,0,0
2025-02-21,AmazonCloudFront,1.2653999999999999,USD,0,0,0,0
2025-02-21,AmazonAPIGateway,0.45696000000000003,USD,0,0,0,0
2025-02-22,AmazonEC2,1.4723,USD,0,0,0,0
2025-02-22,AmazonS3,0.1591,USD,0,0,0,0
2025-02-22,AmazonRDS,1.225,USD,0,0,0,0
2025-02-22,AWSIoT,0.6322,USD,29,4,1,1
2025-02-22,AmazonLambda,0.3748,USD,0,0,0,0
2025-02-22,AmazonCloudFront,0.8132,USD,0,0,0,0
2025-02-22,AmazonAPIGateway,0.2413,USD,0,0,0,0
2025-02-23,AmazonEC2,1.969,USD,0,0,0,0
2025-02-23,AmazonS3,0.1363,USD,0,0,0,0
2025-02-23,AmazonRDS,1.2076,USD,0,0,0,0
2025-02-23,AWSIoT,0.9119,USD,28,6,5,1
2025-02-23,AmazonLambda,0.5637,USD,0,0,0,0
2025-02-23,AmazonCloudFront,0.7175,USD,0,0,0,0
2025-02-23,AmazonAPIGateway,0.3992,USD,0,0,0,0
2025-02-24,AmazonEC2,1.90116,USD,0,0,0,0
2025-02-24,AmazonS3,0.2118,USD,0,0,0,0
2025-02-24,AmazonRDS,0.89832,USD,0,0,0,0
2025-02-24,AWSIoT,0.7844399999999999,USD,61,4,1,1
2025-02-24,AmazonLambda,0.47063999999999995,USD,0,0,0,0
2025-02-24,AmazonCloudFront,0.9755999999999999,USD,0,0,0,0
2025-02-24,AmazonAPIGateway,0.51636,USD,0,0,0,0
2025-02-25,AmazonEC2,1.468,USD,0,0,0,0
2025-02-25,AmazonS3,0.2086,USD,0,0,0,0
2025-02-25,AmazonRDS,1.165,USD,0,0,0,0
2025-02-25,AWSIoT,0.6893,USD,13,7,2,1
2025-02-25,AmazonLambda,0.3999,USD,0,0,0,0
2025-02-25,AmazonCloudFront,0.8223,USD,0,0,0,0
2025-02-25,AmazonAPIGateway,0.3965,USD,0,0,0,0
2025-02-26,AmazonEC2,1.1669,USD,0,0,0,0
2025-02-26,AmazonS3,0.2093,USD,0,0,0,0
2025-02-26,AmazonRDS,1.0427,USD,0,0,0,0
2025-02-26,AWSIoT,0.796,USD,15,6,5,1
2025-02-26,AmazonLambda,0.4758,USD,0,0,0,0
2025-02-26,AmazonCloudFront,0.6481,USD,0,0,0,0
2025-02-26,AmazonAPIGateway,0.4253,USD,0,0,0,0
2025-02-27,AmazonEC2,1.4381,USD,0,0,0,0
2025-02-27,AmazonS3,0.2149,USD,0,0,0,0
2025-02-27,AmazonRDS,0.9278,USD,0,0,0,0
2025-02-27,AWSIoT,1.037,USD,78,8,3,1
2025-02-27,AmazonLambda,0.5581,USD,0,0,0,0
2025-02-27,AmazonCloudFront,0.8305,USD,0,0,0,0
2025-02-27,AmazonAPIGateway,0.4192,USD,0,0,0,0
2025-02-28,AmazonEC2,1.8535199999999998,USD,0,0,0,0
2025-02-28,AmazonS3,0.25908,USD,0,0,0,0
2025-02-28,AmazonRDS,1.01148,USD,0,0,0,0
2025-02-28,AWSIoT,0.9549599999999999,USD,44,2,4,1
2025-02-28,AmazonLambda,0.50124,USD,0,0,0,0
2025-02-28,AmazonCloudFront,0.77364,USD,0,0,0,0
2025-02-28,AmazonAPIGateway,0.37932,USD,0,0,0,0
2025-03-01,AmazonEC2,1.5149,USD,0,0,0,0
2025-03-01,AmazonS3,0.2134,USD,0,0,0,0
2025-03-01,AmazonRDS,0.9872,USD,0,0,0,0
2025-03-01,AWSIoT,0.806,USD,28,4,4,1
2025-03-01,AmazonLambda,0.5469,USD,0,0,0,0
2025-03-01,AmazonCloudFront,0.8795,USD,0,0,0,0
2025-03-01,AmazonAPIGateway,0.3558,USD,0,0,0,0
2025-03-02,AmazonEC2,1.6405,USD,0,0,0,0
2025-03-02,AmazonS3,0.1825,USD,0,0,0,0
2025-03-02,AmazonRDS,1.0129,USD,0,0,0,0
2025-03-02,AWSIoT,0.8369,USD,63,10,1,1
2025-03-02,AmazonLambda,0.5099,USD,0,0,0,0
2025-03-02,AmazonCloudFront,0.7222,USD,0,0,0,0
2025-03-02,AmazonAPIGateway,0.3539,USD,0,0,0,0
2025-03-03,AmazonEC2,2.29872,USD,0,0,0,0
2025-03-03,AmazonS3,0.18095999999999998,USD,0,0,0,0
2025-03-03,AmazonRDS,1.3758000000000001,USD,0,0,0,0
2025-03-03,AWSIoT,1.00116,USD,87,7,2,1
2025-03-03,AmazonLambda,0.588,USD,0,0,0,0
2025-03-03,AmazonCloudFront,1.2494399999999999,USD,0,0,0,0
2025-03-03,AmazonAPIGateway,0.43451999999999996,USD,0,0,0,0
2025-03-04,AmazonEC2,1.4991,USD,0,0,0,0
2025-03-04,AmazonS3,0.1747,USD,0,0,0,0
2025-03-04,AmazonRDS,1.0795,USD,0,0,0,0
2025-03-04,AWSIoT,0.902,USD,31,7,4,1
2025-03-04,AmazonLambda,0.6013,USD,0,0,0,0
2025-03-04,AmazonCloudFront,1.0756,USD,0,0,0,0
2025-03-04,AmazonAPIGateway,0.2836,USD,0,0,0,0
2025-03-05,AmazonEC2,1.4862,USD,0,0,0,0
2025-03-05,AmazonS3,0.1437,USD,0,0,0,0
2025-03-05,AmazonRDS,0.7188,USD,0,0,0,0
2025-03-05,AWSIoT,0.667,USD,93,5,4,1
2025-03-05,AmazonLambda,0.5701,USD,0,0,0,0
2025-03-05,AmazonCloudFront,1.0675,USD,0,0,0,0
2025-03-05,AmazonAPIGateway,0.3722,USD,0,0,0,0
2025-03-06,AmazonEC2,1.7012,USD,0,0,0,0
2025-03-06,AmazonS3,0.1952,USD,0,0,0,0
2025-03-06,AmazonRDS,0.9543,USD,0,0,0,0
2025-03-06,AWSIoT,0.9465,USD,86,9,4,1
2025-03-06,AmazonLambda,0.4224,USD,0,0,0,0
2025-03-06,AmazonCloudFront,1.0312,USD,0,0,0,0
2025-03-06,AmazonAPIGateway,0.3376,USD,0,0,0,0
2025-03-07,AmazonEC2,1.7778,USD,0,0,0,0
2025-03-07,AmazonS3,0.22211999999999998,USD,0,0,0,0
2025-03-07,AmazonRDS,1.11372,USD,0,0,0,0
2025-03-07,AWSIoT,1.07484,USD,97,3,1,1
2025-03-07,AmazonLambda,0.717,USD,0,0,0,0
2025-03-07,AmazonCloudFront,0.86568,USD,0,0,0,0
2025-03-07,AmazonAPIGateway,0.49212,USD,0,0,0,0
2025-03-08,AmazonEC2,1.7275,USD,0,0,0,0
2025-03-08,AmazonS3,0.1375,USD,0,0,0,0
2025-03-08,AmazonRDS,0.7891,USD,0,0,0,0
2025-03-08,AWSIoT,0.9978,USD,72,6,1,1
2025-03-08,AmazonLambda,0.5787,USD,0,0,0,0
2025-03-08,AmazonCloudFront,0.8774,USD,0,0,0,0
2025-03-08,AmazonAPIGateway,0.3383,USD,0,0,0,0
2025-03-09,AmazonEC2,1.7339,USD,0,0,0,0
2025-03-09,AmazonS3,0.2,USD,0,0,0,0
2025-03-09,AmazonRDS,1.2823,USD,0,0,0,0
2025-03-09,AWSIoT,0.8971,USD,42,3,3,1
2025-03-09,AmazonLambda,0.5626,USD,0,0,0,0
2025-03-09,AmazonCloudFront,0.6932,USD,0,0,0,0
2025-03-09,AmazonAPIGateway,0.4241,USD,0,0,0,0
2025-03-10,AmazonEC2,1.596,USD,0,0,0,0
2025-03-10,AmazonS3,0.25739999999999996,USD,0,0,0,0
2025-03-10,AmazonRDS,1.3596,USD,0,0,0,0
2025-03-10,AWSIoT,0.8679600000000001,USD,38,10,3,1
2025-03-10,AmazonLambda,0.6256799999999999,USD,0,0,0,0
2025-03-10,AmazonCloudFront,0.9559199999999999,USD,0,0,0,0
2025-03-10,AmazonAPIGateway,0.41087999999999997,USD,0,0,0,0
2025-03-11,AmazonEC2,1.5967,USD,0,0,0,0
2025-03-11,AmazonS3,0.1566,USD,0,0,0,0
2025-03-11,AmazonRDS,1.0966,USD,0,0,0,0
2025-03-11,AWSIoT,0.9266,USD,33,3,1,1
2025-03-11,AmazonLambda,0.427,USD,0,0,0,0
2025-03-11,AmazonCloudFront,0.9475,USD,0,0,0,0
2025-03-11,AmazonAPIGateway,0.2608,USD,0,0,0,0
2025-03-12,AmazonEC2,1.4832,USD,0,0,0,0
2025-03-12,AmazonS3,0.1901,USD,0,0,0,0
2025-03-12,AmazonRDS,1.1913,USD,0,0,0,0
2025-03-12,AWSIoT,0.7126,USD,15,2,1,1
2025-03-12,AmazonLambda,0.372,USD,0,0,0,0
2025-03-12,AmazonCloudFront,0.6363,USD,0,0,0,0
2025-03-12,AmazonAPIGateway,0.308,USD,0,0,0,0
2025-03-13,AmazonEC2,1.4956,USD,0,0,0,0
2025-03-13,AmazonS3,0.1543,USD,0,0,0,0
2025-03-13,AmazonRDS,1.283,USD,0,0,0,0
2025-03-13,AWSIoT,0.7803,USD,88,7,3,1
2025-03-13,AmazonLambda,0.4872,USD,0,0,0,0
2025-03-13,AmazonCloudFront,1.0393,USD,0,0,0,0
2025-03-13,AmazonAPIGateway,0.4226,USD,0,0,0,0
2025-03-14,AmazonEC2,2.13072,USD,0,0,0,0
2025-03-14,AmazonS3,0.19787999999999997,USD,0,0,0,0
2025-03-14,AmazonRDS,1.04664,USD,0,0,0,0
2025-03-14,AWSIoT,1.0188,USD,45,4,4,1
2025-03-14,AmazonLambda,0.4356,USD,0,0,0,0
2025-03-14,AmazonCloudFront,0.74616,USD,0,0,0,0
2025-03-14,AmazonAPIGateway,0.28296,USD,0,0,0,0
2025-03-15,AmazonEC2,1.2427,USD,0,0,0,0
2025-03-15,AmazonS3,0.1369,USD,0,0,0,0
2025-03-15,AmazonRDS,0.8915,USD,0,0,0,0
2025-03-15,AWSIoT,0.8869,USD,57,3,1,1
2025-03-15,AmazonLambda,0.3919,USD,0,0,0,0
2025-03-15,AmazonCloudFront,0.9368,USD,0,0,0,0
2025-03-15,AmazonAPIGateway,0.3829,USD,0,0,0,0
2025-03-16,AmazonEC2,1.3756,USD,0,0,0,0
2025-03-16,AmazonS3,0.1947,USD,0,0,0,0
2025-03-16,AmazonRDS,0.8764,USD,0,0,0,0
2025-03-16,AWSIoT,0.5971,USD,44,1,4,1
2025-03-16,AmazonLambda,0.5512,USD,0,0,0,0
2025-03-16,AmazonCloudFront,0.9771,USD,0,0,0,0
2025-03-16,AmazonAPIGateway,0.2846,USD,0,0,0,0
2025-03-17,AmazonEC2,2.49324,USD,0,0,0,0
2025-03-17,AmazonS3,0.24023999999999998,USD,0,0,0,0
2025-03-17,AmazonRDS,1.1787599999999998,USD,0,0,0,0
2025-03-17,AWSIoT,1.05528,USD,81,7,2,1
2025-03-17,AmazonLambda,0.58512,USD,0,0,0,0
2025-03-17,AmazonCloudFront,0.82728,USD,0,0,0,0
2025-03-17,AmazonAPIGateway,0.49452,USD,0,0,0,0
2025-03-18,AmazonEC2,1.6318,USD,0,0,0,0
2025-03-18,AmazonS3,0.1456,USD,0,0,0,0
2025-03-18,AmazonRDS,1.1064,USD,0,0,0,0
2025-03-18,AWSIoT,0.8244,USD,91,9,2,1
2025-03-18,AmazonLambda,0.3562,USD,0,0,0,0
2025-03-18,AmazonCloudFront,0.9828,USD,0,0,0,0
2025-03-18,AmazonAPIGateway,0.2681,USD,0,0,0,0
2025-03-19,AmazonEC2,1.689,USD,0,0,0,0
2025-03-19,AmazonS3,0.1608,USD,0,0,0,0
2025-03-19,AmazonRDS,1.0968,USD,0,0,0,0
2025-03-19,AWSIoT,0.8711,USD,46,9,3,1
2025-03-19,AmazonLambda,0.4511,USD,0,0,0,0
2025-03-19,AmazonCloudFront,0.8444,USD,0,0,0,0
2025-03-19,AmazonAPIGateway,0.2488,USD,0,0,0,0
2025-03-20,AmazonEC2,1.8139,USD,0,0,0,0
2025-03-20,AmazonS3,0.1263,USD,0,0,0,0
2025-03-20,AmazonRDS,1.04,USD,0,0,0,0
2025-03-20,AWSIoT,0.5341,USD,20,2,3,1
2025-03-20,AmazonLambda,0.3567,USD,0,0,0,0
2025-03-20,AmazonCloudFront,0.7933,USD,0,0,0,0
2025-03-20,AmazonAPIGateway,0.4244,USD,0,0,0,0
2025-03-21,AmazonEC2,2.45256,USD,0,0,0,0
2025-03-21,AmazonS3,0.156,USD,0,0,0,0
2025-03-21,AmazonRDS,1.10592,USD,0,0,0,0
2025-03-21,AWSIoT,0.81144,USD,52,7,2,1
2025-03-21,AmazonLambda,0.7338,USD,0,0,0,0
2025-03-21,AmazonCloudFront,1.28652,USD,0,0,0,0
2025-03-21,AmazonAPIGateway,0.36479999999999996,USD,0,0,0,0
2025-03-22,AmazonEC2,1.7326,USD,0,0,0,0
2025-03-22,AmazonS3,0.1369,USD,0,0,0,0
2025-03-22,AmazonRDS,1.0274,USD,0,0,0,0
2025-03-22,AWSIoT,0.7926,USD,29,3,4,1
